c0_left	 c0_right	 c_front	 c_back	 c_mean	 dcdx_mean	 p0	 dNu
3.00038e-005	2.99962e-005	1.84032e-015	1.29077e-015	1.56555e-015	5.49557e-011	3.16228e-010	1.83186e-011
3.00038e-005	2.99962e-005	7.0009e-016	4.57712e-016	5.78901e-016	2.42378e-011	3.98107e-010	8.07926e-012
3.00038e-005	2.99962e-005	3.09768e-016	1.91918e-016	2.50843e-016	1.1785e-011	5.01187e-010	3.92834e-012
3.00038e-005	2.99962e-005	1.57431e-016	9.35323e-017	1.25482e-016	6.38989e-012	6.30957e-010	2.12996e-012
3.00038e-005	2.99962e-005	9.11271e-017	5.23179e-017	7.17225e-017	3.88091e-012	7.94328e-010	1.29364e-012
3.00038e-005	2.99962e-005	5.8875e-017	3.29416e-017	4.59083e-017	2.59334e-012	1e-009	8.64448e-013
3.00048e-005	2.99952e-005	2.96551e-005	2.9655e-005	2.9655e-005	4.49518e-006	1e-014	3.78943e-007
3.00048e-005	2.99952e-005	2.95668e-005	2.95667e-005	2.95667e-005	4.55252e-006	1.25893e-014	3.84916e-007
3.00048e-005	2.99952e-005	2.94561e-005	2.94561e-005	2.94561e-005	4.6242e-006	1.58489e-014	3.92433e-007
3.00048e-005	2.99952e-005	2.93178e-005	2.93177e-005	2.93178e-005	4.71363e-006	1.99526e-014	4.0189e-007
3.00048e-005	2.99952e-005	2.91451e-005	2.9145e-005	2.9145e-005	4.82491e-006	2.51189e-014	4.13784e-007
3.00048e-005	2.99952e-005	2.89298e-005	2.89298e-005	2.89298e-005	4.96302e-006	3.16228e-014	4.28743e-007
3.00048e-005	2.99952e-005	2.86624e-005	2.86623e-005	2.86623e-005	5.13377e-006	3.98107e-014	4.47547e-007
3.00048e-005	2.99952e-005	2.8331e-005	2.83309e-005	2.8331e-005	5.3439e-006	5.01187e-014	4.71174e-007
3.00048e-005	2.99952e-005	2.79222e-005	2.79221e-005	2.79221e-005	5.601e-006	6.30957e-014	5.00838e-007
3.00048e-005	2.99952e-005	2.74203e-005	2.74202e-005	2.74202e-005	5.91327e-006	7.94328e-014	5.38045e-007
3.00048e-005	2.99952e-005	2.68079e-005	2.68078e-005	2.68078e-005	6.2891e-006	1e-013	5.84646e-007
3.00048e-005	2.99952e-005	2.60663e-005	2.60662e-005	2.60663e-005	6.73623e-006	1.25893e-013	6.42887e-007
3.00048e-005	2.99952e-005	2.51763e-005	2.51762e-005	2.51763e-005	7.26073e-006	1.58489e-013	7.15479e-007
3.00048e-005	2.99952e-005	2.41201e-005	2.41201e-005	2.41201e-005	7.86481e-006	1.99526e-013	8.0555e-007
3.00048e-005	2.99952e-005	2.28835e-005	2.28834e-005	2.28834e-005	8.54475e-006	2.51189e-013	9.16604e-007
3.00048e-005	2.99952e-005	2.14579e-005	2.14578e-005	2.14579e-005	9.28824e-006	3.16228e-013	1.05233e-006
3.00048e-005	2.99952e-005	1.9845e-005	1.98449e-005	1.98449e-005	1.0071e-005	3.98107e-013	1.21606e-006
3.00048e-005	2.99952e-005	1.80587e-005	1.80586e-005	1.80587e-005	1.08547e-005	5.01187e-013	1.40993e-006
