c0_left	c0_right	c_front	c_back	c_mean	dcdx_mean	p0	dNu
0.00119432	0	0.000584568	0.000567231	0.000575899	1.73372	3.16228e-014	0.00141706
0.00119432	0	0.000579219	0.000561932	0.000570575	1.72863	3.98107e-014	0.00143807
0.00119432	0	0.000572592	0.000555369	0.00056398	1.72226	5.01187e-014	0.00146476
0.00119432	0	0.000564415	0.000547272	0.000555844	1.71428	6.30957e-014	0.00149876
0.00119432	0	0.000554376	0.000537333	0.000545854	1.70431	7.94328e-014	0.00154219
0.00119432	0	0.000542125	0.000525207	0.000533666	1.69185	1e-013	0.00159786
0.00189287	0	0.000949492	0.000921799	0.000935646	2.76928	1e-014	0.00089113
0.00189287	0	0.000946694	0.000919027	0.00093286	2.7667	1.25893e-014	0.00089546
0.00189287	0	0.000943188	0.000915553	0.000929371	2.76346	1.58489e-014	0.000900931
0.00189287	0	0.000938803	0.00091121	0.000925006	2.75939	1.99526e-014	0.000907845
0.00189287	0	0.000933329	0.000905787	0.000919558	2.75427	2.51189e-014	0.000916592
0.00189287	0	0.000926508	0.000899029	0.000912768	2.74785	3.16228e-014	0.000927676
0.00189287	0	0.00091803	0.000890632	0.000904331	2.73979	3.98107e-014	0.00094174
0.00189287	0	0.000907527	0.00088023	0.000893878	2.72969	5.01187e-014	0.000959622
0.00189287	0	0.000894567	0.000867397	0.000880982	2.71704	6.30957e-014	0.000982416
0.00189287	0	0.000878656	0.000851643	0.000865149	2.70123	7.94328e-014	0.00101156
0.00189287	0	0.000859239	0.000832424	0.000845831	2.6815	1e-013	0.00104896
0.003	0	0.00150482	0.00146093	0.00148288	4.38894	1e-014	0.000575394
0.003	0	0.00150039	0.00145654	0.00147846	4.38486	1.25893e-014	0.000578229
0.003	0	0.00149483	0.00145103	0.00147293	4.37972	1.58489e-014	0.00058181
0.003	0	0.00148788	0.00144415	0.00146601	4.37327	1.99526e-014	0.000586338
0.003	0	0.00147921	0.00143555	0.00145738	4.36516	2.51189e-014	0.000592068
0.003	0	0.00146839	0.00142484	0.00144662	4.35498	3.16228e-014	0.000599329
0.003	0	0.00145496	0.00141154	0.00143325	4.34221	3.98107e-014	0.000608545
0.003	0	0.00143831	0.00139505	0.00141668	4.3262	5.01187e-014	0.000620269
0.003	0	0.00141777	0.00137471	0.00139624	4.30616	6.30957e-014	0.000635221
0.003	0	0.00139255	0.00134974	0.00137115	4.2811	7.94328e-014	0.000654349
0.003	0	0.00136178	0.00131928	0.00134053	4.24982	1e-013	0.000678919
0.00475468	0	0.00238499	0.00231543	0.00235021	6.95603	1e-014	0.000368421
0.00475468	0	0.00237796	0.00230847	0.00234321	6.94956	1.25893e-014	0.000370252
0.00475468	0	0.00236916	0.00229974	0.00233445	6.94142	1.58489e-014	0.000372566
0.00475468	0	0.00235814	0.00228883	0.00232349	6.93119	1.99526e-014	0.000375491
0.00475468	0	0.00234439	0.00227521	0.0023098	6.91834	2.51189e-014	0.000379193
0.00475468	0	0.00232726	0.00225824	0.00229275	6.90221	3.16228e-014	0.000383885
0.00475468	0	0.00230596	0.00223714	0.00227155	6.88197	3.98107e-014	0.000389843
0.00475468	0	0.00227958	0.00221101	0.0022453	6.8566	5.01187e-014	0.000397423
0.00475468	0	0.00224703	0.00217878	0.0022129	6.82484	6.30957e-014	0.000407092
